ID;LATITUDE;LONGITUDE;STRATEGY;SECTOR;NOTE
640;43.772743;-0.042934;-1;-1;
641;43.772739;-0.042912;-1;-1;
642;43.772736;-0.042889;-1;-1;
643;43.772728;-0.042855;-1;-1;
644;43.772724;-0.042833;-1;-1;
645;43.772717;-0.04281;-1;-1;
646;43.772713;-0.042788;-1;-1;
647;43.772709;-0.042766;-1;-1;
648;43.772701;-0.042732;-1;-1;
649;43.772694;-0.04271;-1;-1;
650;43.77269;-0.042688;-1;-1;
651;43.772686;-0.042666;-1;-1;
652;43.772675;-0.042633;-1;-1;
653;43.772671;-0.042611;-1;-1;
654;43.772663;-0.042589;-1;-1;
655;43.772659;-0.042568;-1;-1;
656;43.772652;-0.042546;-1;-1;
657;43.772644;-0.042525;-1;-1;
658;43.772636;-0.042505;-1;-1;
659;43.772629;-0.042484;-1;-1;
660;43.772621;-0.042463;-1;-1;
661;43.772614;-0.042443;-1;-1;
662;43.772606;-0.042423;-1;-1;
663;43.772598;-0.042403;-1;-1;
664;43.772591;-0.042383;-1;-1;
665;43.772583;-0.042364;-1;-1;
666;43.772575;-0.042344;-1;-1;
667;43.772568;-0.042325;-1;-1;
668;43.772556;-0.042306;-1;-1;
669;43.772549;-0.042287;-1;-1;
670;43.772541;-0.042268;-1;-1;
671;43.77253;-0.04225;-1;-1;
672;43.772518;-0.042222;-1;-1;
673;43.772507;-0.042204;-1;-1;
674;43.772499;-0.042186;-1;-1;
675;43.772488;-0.042169;-1;-1;
676;43.772476;-0.042151;-1;-1;
677;43.772469;-0.042134;-1;-1;
678;43.772457;-0.042117;-1;-1;
679;43.772449;-0.0421;-1;-1;
680;43.772438;-0.042083;-1;-1;
681;43.772423;-0.042057;-1;-1;
682;43.772411;-0.042041;-1;-1;
683;43.7724;-0.042024;-1;-1;
684;43.772392;-0.042008;-1;-1;
685;43.772381;-0.041991;-1;-1;
686;43.772369;-0.041975;-1;-1;
687;43.772362;-0.041959;-1;-1;
688;43.77235;-0.041942;-1;-1;
689;43.772339;-0.041926;-1;-1;
690;43.772327;-0.04191;-1;-1;
691;43.77232;-0.041894;-1;-1;
692;43.772308;-0.041878;-1;-1;
693;43.772297;-0.041862;-1;-1;
694;43.772285;-0.041846;-1;-1;
695;43.772278;-0.04183;-1;-1;
696;43.772266;-0.041814;-1;-1;
697;43.772255;-0.041799;-1;-1;
698;43.772243;-0.041783;-1;-1;
699;43.772232;-0.041767;-1;-1;
700;43.772224;-0.041751;-1;-1;
701;43.772209;-0.041728;-1;-1;
702;43.772198;-0.041712;-1;-1;
703;43.772186;-0.041697;-1;-1;
704;43.772175;-0.041681;-1;-1;
705;43.772163;-0.041665;-1;-1;
706;43.772156;-0.04165;-1;-1;
707;43.772144;-0.041635;-1;-1;
708;43.772133;-0.041619;-1;-1;
709;43.772121;-0.041604;-1;-1;
710;43.772114;-0.041589;-1;-1;
711;43.772102;-0.041574;-1;-1;
712;43.772091;-0.041559;-1;-1;
713;43.772079;-0.041543;-1;-1;
714;43.772072;-0.041528;-1;-1;
715;43.77206;-0.041513;-1;-1;
716;43.772049;-0.041498;-1;-1;
717;43.772038;-0.041483;-1;-1;
718;43.772026;-0.041468;-1;-1;
719;43.772018;-0.041453;-1;-1;
720;43.772007;-0.041438;-1;-1;
721;43.771996;-0.041423;-1;-1;
722;43.771984;-0.041408;-1;-1;
723;43.771973;-0.041393;-1;-1;
724;43.771961;-0.041378;-1;-1;
725;43.771946;-0.041356;-1;-1;
726;43.771935;-0.041341;-1;-1;
727;43.771927;-0.041327;-1;-1;
728;43.771915;-0.041312;-1;-1;
729;43.771904;-0.041297;-1;-1;
730;43.771889;-0.041275;-1;-1;
731;43.771877;-0.04126;-1;-1;
732;43.771866;-0.041246;-1;-1;
733;43.771854;-0.04123;-1;-1;
734;43.771843;-0.041215;-1;-1;
735;43.771832;-0.0412;-1;-1;
736;43.771824;-0.041185;-1;-1;
737;43.771812;-0.04117;-1;-1;
738;43.771801;-0.041155;-1;-1;
739;43.771786;-0.041132;-1;-1;
740;43.771774;-0.041117;-1;-1;
741;43.771767;-0.041102;-1;-1;
742;43.771755;-0.041087;-1;-1;
743;43.771744;-0.041071;-1;-1;
744;43.771729;-0.041049;-1;-1;
745;43.771717;-0.041034;-1;-1;
746;43.771706;-0.04102;-1;-1;
747;43.771694;-0.041005;-1;-1;
748;43.771679;-0.040983;-1;-1;
749;43.771667;-0.040969;-1;-1;
750;43.77166;-0.040954;-1;-1;
751;43.771648;-0.04094;-1;-1;
752;43.771637;-0.040925;-1;-1;
753;43.771626;-0.040911;-1;-1;
754;43.771614;-0.040897;-1;-1;
755;43.771603;-0.040882;-1;-1;
756;43.771595;-0.040868;-1;-1;
757;43.771584;-0.040854;-1;-1;
758;43.771572;-0.04084;-1;-1;
759;43.771561;-0.040825;-1;-1;
760;43.771549;-0.040811;-1;-1;
761;43.771538;-0.040797;-1;-1;
762;43.77153;-0.040783;-1;-1;
763;43.771519;-0.040769;-1;-1;
764;43.771507;-0.040755;-1;-1;
765;43.771496;-0.040741;-1;-1;
766;43.771484;-0.040727;-1;-1;
767;43.771477;-0.040713;-1;-1;
768;43.771465;-0.040699;-1;-1;
769;43.771454;-0.040685;-1;-1;
770;43.771442;-0.040671;-1;-1;
771;43.771431;-0.040657;-1;-1;
772;43.77142;-0.040643;-1;-1;
773;43.771404;-0.040622;-1;-1;
774;43.771393;-0.040609;-1;-1;
775;43.771381;-0.040595;-1;-1;
776;43.771374;-0.040581;-1;-1;
777;43.771362;-0.040567;-1;-1;
778;43.771351;-0.040553;-1;-1;
779;43.771339;-0.04054;-1;-1;
780;43.771328;-0.040526;-1;-1;
781;43.771317;-0.040512;-1;-1;
782;43.771301;-0.040492;-1;-1;
783;43.77129;-0.040478;-1;-1;
784;43.771278;-0.040464;-1;-1;
785;43.771267;-0.040451;-1;-1;
786;43.771255;-0.040437;-1;-1;
787;43.77124;-0.040417;-1;-1;
788;43.771229;-0.040404;-1;-1;
789;43.771217;-0.04039;-1;-1;
790;43.771206;-0.040376;-1;-1;
791;43.771194;-0.040363;-1;-1;
792;43.771187;-0.04035;-1;-1;
793;43.771175;-0.040336;-1;-1;
794;43.771164;-0.040323;-1;-1;
795;43.771152;-0.04031;-1;-1;
796;43.771141;-0.040296;-1;-1;
797;43.77113;-0.040283;-1;-1;
798;43.771118;-0.04027;-1;-1;
799;43.771107;-0.040256;-1;-1;
800;43.771095;-0.040243;-1;-1;
801;43.771084;-0.04023;-1;-1;
802;43.771072;-0.040217;-1;-1;
803;43.771065;-0.040204;-1;-1;
804;43.771053;-0.04019;-1;-1;
805;43.771042;-0.040177;-1;-1;
806;43.77103;-0.040164;-1;-1;
807;43.771019;-0.040151;-1;-1;
808;43.771008;-0.040138;-1;-1;
809;43.770996;-0.040125;-1;-1;
810;43.770985;-0.040111;-1;-1;
811;43.770973;-0.040098;-1;-1;
812;43.770962;-0.040086;-1;-1;
813;43.77095;-0.040073;-1;-1;
814;43.770939;-0.04006;-1;-1;
815;43.770927;-0.040047;-1;-1;
816;43.77092;-0.040034;-1;-1;
817;43.770908;-0.040021;-1;-1;
818;43.770897;-0.040008;-1;-1;
819;43.770885;-0.039995;-1;-1;
820;43.770874;-0.039982;-1;-1;
821;43.770863;-0.039969;-1;-1;
822;43.770851;-0.039956;-1;-1;
823;43.77084;-0.039944;-1;-1;
824;43.770828;-0.039931;-1;-1;
825;43.770817;-0.039918;-1;-1;
826;43.770802;-0.039899;-1;-1;
827;43.77079;-0.039886;-1;-1;
828;43.770779;-0.039874;-1;-1;
829;43.770767;-0.039861;-1;-1;
830;43.770756;-0.039848;-1;-1;
831;43.770737;-0.03983;-1;-1;
832;43.770725;-0.039817;-1;-1;
833;43.770714;-0.039804;-1;-1;
834;43.770702;-0.039792;-1;-1;
835;43.770683;-0.039775;-1;-1;
836;43.770672;-0.039765;-1;-1;
837;43.77066;-0.039755;-1;-1;
838;43.770645;-0.039746;-1;-1;
839;43.770634;-0.039738;-1;-1;
840;43.770611;-0.039729;-1;-1;
841;43.770599;-0.039723;-1;-1;
842;43.770584;-0.039719;-1;-1;
843;43.770569;-0.039716;-1;-1;
844;43.770546;-0.039714;-1;-1;
845;43.770535;-0.039714;-1;-1;
846;43.770519;-0.039715;-1;-1;
847;43.770504;-0.039717;-1;-1;
848;43.770489;-0.039721;-1;-1;
849;43.77047;-0.03973;-1;-1;
850;43.770458;-0.039738;-1;-1;
851;43.770443;-0.039747;-1;-1;
852;43.770432;-0.039757;-1;-1;
853;43.770416;-0.039773;-1;-1;
854;43.770405;-0.039785;-1;-1;
855;43.770397;-0.039798;-1;-1;
856;43.770386;-0.039811;-1;-1;
857;43.770378;-0.039825;-1;-1;
858;43.770367;-0.039848;-1;-1;
859;43.770359;-0.039863;-1;-1;
860;43.770351;-0.039879;-1;-1;
861;43.770348;-0.039896;-1;-1;
862;43.770344;-0.039922;-1;-1;
863;43.77034;-0.039939;-1;-1;
864;43.770336;-0.039956;-1;-1;
865;43.770332;-0.039974;-1;-1;
866;43.770332;-0.039992;-1;-1;
867;43.770332;-0.040018;-1;-1;
868;43.770332;-0.040036;-1;-1;
869;43.770332;-0.040053;-1;-1;
870;43.770332;-0.04007;-1;-1;
871;43.77034;-0.040095;-1;-1;
872;43.770344;-0.040112;-1;-1;
873;43.770348;-0.040128;-1;-1;
874;43.770351;-0.040143;-1;-1;
875;43.770355;-0.040158;-1;-1;
876;43.770367;-0.040179;-1;-1;
877;43.770374;-0.040193;-1;-1;
878;43.770382;-0.040206;-1;-1;
879;43.77039;-0.040218;-1;-1;
880;43.770401;-0.040235;-1;-1;
881;43.770409;-0.040246;-1;-1;
882;43.770416;-0.040257;-1;-1;
883;43.770428;-0.040268;-1;-1;
884;43.770435;-0.040277;-1;-1;
885;43.770447;-0.040292;-1;-1;
886;43.770458;-0.040302;-1;-1;
887;43.770466;-0.040311;-1;-1;
888;43.770477;-0.040321;-1;-1;
889;43.770489;-0.040334;-1;-1;
890;43.7705;-0.040343;-1;-1;
891;43.770508;-0.040352;-1;-1;
892;43.770515;-0.040361;-1;-1;
893;43.770527;-0.040369;-1;-1;
894;43.770538;-0.040382;-1;-1;
895;43.77055;-0.040391;-1;-1;
896;43.770557;-0.040399;-1;-1;
897;43.770565;-0.040408;-1;-1;
898;43.77058;-0.040421;-1;-1;
899;43.770588;-0.04043;-1;-1;
900;43.770596;-0.040439;-1;-1;
901;43.770603;-0.040447;-1;-1;
902;43.770615;-0.040456;-1;-1;
903;43.770626;-0.040469;-1;-1;
904;43.770634;-0.040478;-1;-1;
905;43.770641;-0.040487;-1;-1;
906;43.770649;-0.040495;-1;-1;
907;43.770664;-0.040508;-1;-1;
908;43.770676;-0.040521;-1;-1;
909;43.770683;-0.040529;-1;-1;
910;43.770691;-0.040537;-1;-1;
911;43.770706;-0.040549;-1;-1;
912;43.770714;-0.040557;-1;-1;
913;43.770721;-0.040565;-1;-1;
914;43.770729;-0.040573;-1;-1;
915;43.770737;-0.04058;-1;-1;
916;43.770744;-0.040588;-1;-1;
917;43.770752;-0.040596;-1;-1;
918;43.77076;-0.040604;-1;-1;
919;43.770771;-0.040612;-1;-1;
920;43.770779;-0.04062;-1;-1;
921;43.770794;-0.040635;-1;-1;
922;43.770802;-0.040643;-1;-1;
923;43.770809;-0.040651;-1;-1;
924;43.770817;-0.040659;-1;-1;
925;43.770828;-0.04067;-1;-1;
926;43.770836;-0.040678;-1;-1;
927;43.770844;-0.040686;-1;-1;
928;43.770851;-0.040694;-1;-1;
929;43.770863;-0.040705;-1;-1;
930;43.77087;-0.040713;-1;-1;
931;43.770882;-0.040729;-1;-1;
932;43.770889;-0.040737;-1;-1;
933;43.770901;-0.040748;-1;-1;
934;43.770908;-0.040756;-1;-1;
935;43.770916;-0.040764;-1;-1;
936;43.770924;-0.040771;-1;-1;
937;43.770931;-0.040783;-1;-1;
938;43.770939;-0.04079;-1;-1;
939;43.770947;-0.040798;-1;-1;
940;43.770954;-0.040806;-1;-1;
941;43.770962;-0.040813;-1;-1;
942;43.770973;-0.040828;-1;-1;
943;43.770973;-0.040836;-1;-1;
944;43.770981;-0.040844;-1;-1;
945;43.770988;-0.040856;-1;-1;
946;43.770996;-0.040864;-1;-1;
947;43.771008;-0.04088;-1;-1;
948;43.771019;-0.040899;-1;-1;
949;43.771027;-0.040907;-1;-1;
950;43.771038;-0.040921;-1;-1;
951;43.771046;-0.040931;-1;-1;
952;43.771057;-0.040942;-1;-1;
953;43.771065;-0.040951;-1;-1;
954;43.771072;-0.040961;-1;-1;
955;43.77108;-0.040967;-1;-1;
956;43.771088;-0.040975;-1;-1;
957;43.771095;-0.040984;-1;-1;
958;43.771103;-0.04099;-1;-1;
959;43.771111;-0.040999;-1;-1;
960;43.771122;-0.04101;-1;-1;
961;43.77113;-0.041018;-1;-1;
962;43.771137;-0.041027;-1;-1;
963;43.771145;-0.041036;-1;-1;
964;43.771152;-0.041047;-1;-1;
965;43.771164;-0.041058;-1;-1;
966;43.771172;-0.041069;-1;-1;
967;43.771183;-0.041081;-1;-1;
968;43.771191;-0.041088;-1;-1;
969;43.771202;-0.041101;-1;-1;
970;43.771214;-0.041116;-1;-1;
971;43.771225;-0.04113;-1;-1;
972;43.771233;-0.041138;-1;-1;
973;43.771244;-0.041154;-1;-1;
974;43.771252;-0.041162;-1;-1;
975;43.771259;-0.04117;-1;-1;
976;43.771267;-0.041183;-1;-1;
977;43.771275;-0.041192;-1;-1;
978;43.771282;-0.041201;-1;-1;
979;43.77129;-0.041211;-1;-1;
980;43.771297;-0.04122;-1;-1;
981;43.771309;-0.041235;-1;-1;
982;43.771317;-0.041245;-1;-1;
983;43.771324;-0.041255;-1;-1;
984;43.771332;-0.041265;-1;-1;
985;43.771343;-0.041281;-1;-1;
986;43.771351;-0.041292;-1;-1;
987;43.771362;-0.041302;-1;-1;
988;43.77137;-0.041313;-1;-1;
989;43.771378;-0.041324;-1;-1;
990;43.771389;-0.041335;-1;-1;
991;43.771397;-0.041347;-1;-1;
992;43.771404;-0.041358;-1;-1;
993;43.771416;-0.04137;-1;-1;
994;43.771423;-0.041382;-1;-1;
995;43.771439;-0.0414;-1;-1;
996;43.771446;-0.041412;-1;-1;
997;43.771458;-0.041425;-1;-1;
998;43.771465;-0.041437;-1;-1;
999;43.771481;-0.041457;-1;-1;
1000;43.771492;-0.041471;-1;-1;
1001;43.771503;-0.041484;-1;-1;
1002;43.771511;-0.041498;-1;-1;
1003;43.771523;-0.041512;-1;-1;
1004;43.771538;-0.041534;-1;-1;
1005;43.771549;-0.041548;-1;-1;
1006;43.771561;-0.041563;-1;-1;
1007;43.771572;-0.041578;-1;-1;
1008;43.771591;-0.041601;-1;-1;
1009;43.771603;-0.041616;-1;-1;
1010;43.771614;-0.041632;-1;-1;
1011;43.771626;-0.041648;-1;-1;
1012;43.771637;-0.041664;-1;-1;
1013;43.771656;-0.041688;-1;-1;
1014;43.771667;-0.041703;-1;-1;
1015;43.771679;-0.041719;-1;-1;
1016;43.77169;-0.041735;-1;-1;
1017;43.771709;-0.041758;-1;-1;
1018;43.771721;-0.041773;-1;-1;
1019;43.771732;-0.041789;-1;-1;
1020;43.771744;-0.041804;-1;-1;
1021;43.771755;-0.04182;-1;-1;
1022;43.771774;-0.041843;-1;-1;
1023;43.771786;-0.041858;-1;-1;
1024;43.771797;-0.041873;-1;-1;
1025;43.771809;-0.041888;-1;-1;
1026;43.771824;-0.041911;-1;-1;
1027;43.771835;-0.041926;-1;-1;
1028;43.771847;-0.041942;-1;-1;
1029;43.771858;-0.041957;-1;-1;
1030;43.77187;-0.041972;-1;-1;
1031;43.771885;-0.041995;-1;-1;
1032;43.771896;-0.04201;-1;-1;
1033;43.771904;-0.042025;-1;-1;
1034;43.771915;-0.04204;-1;-1;
1035;43.771927;-0.042055;-1;-1;
1036;43.771935;-0.042071;-1;-1;
1037;43.771946;-0.042086;-1;-1;
1038;43.771957;-0.042102;-1;-1;
1039;43.771965;-0.042117;-1;-1;
1040;43.77198;-0.04214;-1;-1;
1041;43.771988;-0.042156;-1;-1;
1042;43.771999;-0.042171;-1;-1;
1043;43.772007;-0.042187;-1;-1;
1044;43.772018;-0.042202;-1;-1;
1045;43.77203;-0.042225;-1;-1;
1046;43.772038;-0.042241;-1;-1;
1047;43.772049;-0.042256;-1;-1;
1048;43.772057;-0.042272;-1;-1;
1049;43.772064;-0.042287;-1;-1;
1050;43.772076;-0.042302;-1;-1;
1051;43.772083;-0.042317;-1;-1;
1052;43.772091;-0.042332;-1;-1;
1053;43.772102;-0.042346;-1;-1;
1054;43.77211;-0.042361;-1;-1;
1055;43.772118;-0.042376;-1;-1;
1056;43.772125;-0.04239;-1;-1;
1057;43.772133;-0.042405;-1;-1;
1058;43.772141;-0.042419;-1;-1;
1059;43.772148;-0.042434;-1;-1;
1060;43.772156;-0.042449;-1;-1;
1061;43.772163;-0.042463;-1;-1;
1062;43.772171;-0.042478;-1;-1;
1063;43.772179;-0.042493;-1;-1;
1064;43.772186;-0.042507;-1;-1;
1065;43.772194;-0.042522;-1;-1;
1066;43.772198;-0.042537;-1;-1;
1067;43.772205;-0.042552;-1;-1;
1068;43.772213;-0.042567;-1;-1;
1069;43.772217;-0.042581;-1;-1;
1070;43.772224;-0.042596;-1;-1;
1071;43.772228;-0.042611;-1;-1;
1072;43.772236;-0.042626;-1;-1;
1073;43.77224;-0.042641;-1;-1;
1074;43.772247;-0.042663;-1;-1;
1075;43.772251;-0.042678;-1;-1;
1076;43.772255;-0.042693;-1;-1;
1077;43.772259;-0.042709;-1;-1;
1078;43.772263;-0.042724;-1;-1;
1079;43.772266;-0.042747;-1;-1;
1080;43.77227;-0.042762;-1;-1;
1081;43.772274;-0.042777;-1;-1;
1082;43.772274;-0.042792;-1;-1;
1083;43.772274;-0.042807;-1;-1;
1084;43.772278;-0.042822;-1;-1;
1085;43.772278;-0.042837;-1;-1;
1086;43.772282;-0.042852;-1;-1;
1087;43.772282;-0.042867;-1;-1;
1088;43.772282;-0.042881;-1;-1;
1089;43.772282;-0.042896;-1;-1;
1090;43.772282;-0.042911;-1;-1;
1091;43.772282;-0.042925;-1;-1;
1092;43.772282;-0.042939;-1;-1;
1093;43.772282;-0.04296;-1;-1;
1094;43.772282;-0.042974;-1;-1;
1095;43.772282;-0.042988;-1;-1;
1096;43.772282;-0.043002;-1;-1;
1097;43.772282;-0.043015;-1;-1;
1098;43.772282;-0.043035;-1;-1;
1099;43.772278;-0.043048;-1;-1;
1100;43.772278;-0.043061;-1;-1;
1101;43.772274;-0.043092;-1;-1;
1102;43.77227;-0.043116;-1;-1;
1103;43.772266;-0.04314;-1;-1;
1104;43.772263;-0.043157;-1;-1;
1105;43.772259;-0.04318;-1;-1;
1106;43.772251;-0.043207;-1;-1;
1107;43.772247;-0.043229;-1;-1;
1108;43.772243;-0.04325;-1;-1;
1109;43.77224;-0.043265;-1;-1;
1110;43.772232;-0.043286;-1;-1;
1111;43.772224;-0.043313;-1;-1;
1112;43.772221;-0.043334;-1;-1;
1113;43.772213;-0.043356;-1;-1;
1114;43.772209;-0.043368;-1;-1;
1115;43.772202;-0.04339;-1;-1;
1116;43.772198;-0.043402;-1;-1;
1117;43.77219;-0.043431;-1;-1;
1118;43.772186;-0.043443;-1;-1;
1119;43.772182;-0.043455;-1;-1;
1120;43.772179;-0.043468;-1;-1;
1121;43.772175;-0.043486;-1;-1;
1122;43.772171;-0.043499;-1;-1;
1123;43.772167;-0.043512;-1;-1;
1124;43.77216;-0.043525;-1;-1;
1125;43.772156;-0.043538;-1;-1;
1126;43.772152;-0.043558;-1;-1;
1127;43.772148;-0.043571;-1;-1;
1128;43.772144;-0.043585;-1;-1;
1129;43.772137;-0.043599;-1;-1;
1130;43.772133;-0.043613;-1;-1;
1131;43.772129;-0.043627;-1;-1;
1132;43.772125;-0.043642;-1;-1;
1133;43.772121;-0.043656;-1;-1;
1134;43.772118;-0.043671;-1;-1;
1135;43.77211;-0.043693;-1;-1;
1136;43.772106;-0.043708;-1;-1;
1137;43.772102;-0.043724;-1;-1;
1138;43.772095;-0.043739;-1;-1;
1139;43.772091;-0.043755;-1;-1;
1140;43.772083;-0.043778;-1;-1;
1141;43.772079;-0.043795;-1;-1;
1142;43.772076;-0.043811;-1;-1;
1143;43.772068;-0.043827;-1;-1;
1144;43.772064;-0.043844;-1;-1;
1145;43.77206;-0.043861;-1;-1;
1146;43.772057;-0.043878;-1;-1;
1147;43.772049;-0.043895;-1;-1;
1148;43.772045;-0.043913;-1;-1;
1149;43.772038;-0.043939;-1;-1;
1150;43.772034;-0.043957;-1;-1;
1151;43.772026;-0.043976;-1;-1;
1152;43.772022;-0.043994;-1;-1;
1153;43.772018;-0.044013;-1;-1;
1154;43.772015;-0.044032;-1;-1;
1155;43.772011;-0.044052;-1;-1;
1156;43.772007;-0.044072;-1;-1;
1157;43.771999;-0.044092;-1;-1;
1158;43.771996;-0.044112;-1;-1;
1159;43.771992;-0.044133;-1;-1;
1160;43.771988;-0.044154;-1;-1;
1161;43.771984;-0.044176;-1;-1;
1162;43.771984;-0.044197;-1;-1;
1163;43.77198;-0.044219;-1;-1;
1164;43.771976;-0.04424;-1;-1;
1165;43.771976;-0.044262;-1;-1;
1166;43.771973;-0.044283;-1;-1;
1167;43.771973;-0.044305;-1;-1;
1168;43.771969;-0.044326;-1;-1;
1169;43.771969;-0.044348;-1;-1;
1170;43.771969;-0.04437;-1;-1;
1171;43.771969;-0.044391;-1;-1;
1172;43.771969;-0.044413;-1;-1;
1173;43.771969;-0.044434;-1;-1;
1174;43.771969;-0.044455;-1;-1;
1175;43.771973;-0.044477;-1;-1;
1176;43.771973;-0.044498;-1;-1;
1177;43.771976;-0.044519;-1;-1;
1178;43.77198;-0.044539;-1;-1;
1179;43.771984;-0.04457;-1;-1;
1180;43.771988;-0.04459;-1;-1;
1181;43.771996;-0.04461;-1;-1;
1182;43.771999;-0.044629;-1;-1;
1183;43.772007;-0.044648;-1;-1;
1184;43.772011;-0.044667;-1;-1;
1185;43.772018;-0.044685;-1;-1;
1186;43.772026;-0.044702;-1;-1;
1187;43.772034;-0.04472;-1;-1;
1188;43.772041;-0.044736;-1;-1;
1189;43.772049;-0.044752;-1;-1;
1190;43.77206;-0.044768;-1;-1;
1191;43.772068;-0.044783;-1;-1;
1192;43.772079;-0.044797;-1;-1;
1193;43.772087;-0.044811;-1;-1;
1194;43.772099;-0.044824;-1;-1;
1195;43.77211;-0.044837;-1;-1;
1196;43.772118;-0.04485;-1;-1;
1197;43.772129;-0.044863;-1;-1;
1198;43.772144;-0.044881;-1;-1;
1199;43.772156;-0.044892;-1;-1;
1200;43.772167;-0.044904;-1;-1;
1201;43.772175;-0.044915;-1;-1;
1202;43.772186;-0.044926;-1;-1;
1203;43.772198;-0.044937;-1;-1;
1204;43.772209;-0.044948;-1;-1;
1205;43.772217;-0.044958;-1;-1;
1206;43.772228;-0.044968;-1;-1;
1207;43.77224;-0.044978;-1;-1;
1208;43.772255;-0.044993;-1;-1;
1209;43.772266;-0.045003;-1;-1;
1210;43.772278;-0.045013;-1;-1;
1211;43.772289;-0.045022;-1;-1;
1212;43.772301;-0.045032;-1;-1;
1213;43.772308;-0.045041;-1;-1;
1214;43.77232;-0.04505;-1;-1;
1215;43.772331;-0.045059;-1;-1;
1216;43.772343;-0.045068;-1;-1;
1217;43.772358;-0.045082;-1;-1;
1218;43.772369;-0.045091;-1;-1;
1219;43.772377;-0.045099;-1;-1;
1220;43.772388;-0.045108;-1;-1;
1221;43.7724;-0.045116;-1;-1;
1222;43.772415;-0.045129;-1;-1;
1223;43.772427;-0.045137;-1;-1;
1224;43.772438;-0.045146;-1;-1;
1225;43.772446;-0.045153;-1;-1;
1226;43.772457;-0.045162;-1;-1;
1227;43.772469;-0.04517;-1;-1;
1228;43.772476;-0.045178;-1;-1;
1229;43.772488;-0.045187;-1;-1;
1230;43.772499;-0.045195;-1;-1;
1231;43.772514;-0.045208;-1;-1;
1232;43.772522;-0.045216;-1;-1;
1233;43.772533;-0.045224;-1;-1;
1234;43.772545;-0.045233;-1;-1;
1235;43.772552;-0.045242;-1;-1;
1236;43.772568;-0.045255;-1;-1;
1237;43.772579;-0.045263;-1;-1;
1238;43.772587;-0.045271;-1;-1;
1239;43.772598;-0.045279;-1;-1;
1240;43.772614;-0.045292;-1;-1;
1241;43.772621;-0.0453;-1;-1;
1242;43.772633;-0.045308;-1;-1;
1243;43.77264;-0.045316;-1;-1;
1244;43.772652;-0.045324;-1;-1;
1245;43.772667;-0.045336;-1;-1;
1246;43.772675;-0.045344;-1;-1;
1247;43.772686;-0.045352;-1;-1;
1248;43.772697;-0.045359;-1;-1;
1249;43.772705;-0.045367;-1;-1;
1250;43.772717;-0.045375;-1;-1;
1251;43.772724;-0.045383;-1;-1;
1252;43.772736;-0.045391;-1;-1;
1253;43.772747;-0.045398;-1;-1;
1254;43.772762;-0.045409;-1;-1;
1255;43.77277;-0.045417;-1;-1;
1256;43.772781;-0.045424;-1;-1;
1257;43.772793;-0.045431;-1;-1;
1258;43.772816;-0.045448;-1;-1;
1259;43.772827;-0.045454;-1;-1;
1260;43.772839;-0.045461;-1;-1;
1261;43.77285;-0.045467;-1;-1;
1262;43.772865;-0.045476;-1;-1;
1263;43.772877;-0.045482;-1;-1;
1264;43.772888;-0.045487;-1;-1;
1265;43.7729;-0.045492;-1;-1;
1266;43.772911;-0.045497;-1;-1;
1267;43.772926;-0.045504;-1;-1;
